id,count
726,192.95
728,141.78
730,206.26
731,28.32
734,343.28
737,74.83
738,18.31
745,171.51
746,28.48
749,223.42
752,26.46
753,178.28
758,248.55
765,16.89
766,225.91
768,89.46
769,195.46
774,136.41
775,113.21
781,56.09
784,327.71
794,18.98
795,286.48
796,82.22
802,174.61
803,224.79
805,34.71
806,293.11
807,101.09
809,15.41
810,166.26
812,189.51
814,116.84
818,250.86
819,134.07
825,71.65
836,101.73
839,116.13
847,268.32
848,175.21
851,121.56
852,136.46
853,30.45
857,138.97
858,42.88
859,233.44
861,24.63
867,99.41
870,218.29
871,224.82
872,220.5
874,369.13
881,200.88
886,135.97
890,64.27
895,160.65
899,87.88
900,280.91
901,261.63
902,246.11
903,42.72
913,259.53
918,199.79
923,101.35
924,40.01
926,28.59
927,18.53
930,212.83
934,33.8
937,106.43
939,111.0
941,91.81
942,382.94
946,277.44
950,98.61
953,81.35
959,103.34
961,26.95
962,98.34
964,117.59
969,183.35
971,153.5
976,42.89
978,261.11
980,236.91
981,151.52
990,369.7
993,18.43
996,20.54
998,326.22
999,188.11
1006,122.0
1008,15.51
1013,29.1
1015,98.66
1016,119.07
1022,301.19
1026,216.17
1028,240.01
1031,64.14
1034,55.13
1037,189.8
1040,67.8
1042,19.3
1046,18.97
1048,99.64
1049,109.42
1050,71.51
1051,211.81
1052,236.32
1055,191.64
1060,160.82
1064,28.95
1066,70.59
1071,100.86
1073,14.91
1089,195.39
1091,97.42
1092,81.53
1093,231.33
1096,309.15
1097,218.32
1098,18.41
1099,41.3
1102,177.04
1107,103.04
1109,43.84
1111,145.66
1112,116.46
1114,310.99
1116,295.48
1117,117.18
1118,79.89
1122,135.27
1124,160.94
1127,118.91
1133,228.63
1134,37.93
1135,119.35
1139,305.29
1143,59.18
1150,119.35
1151,114.26
1153,270.52
1155,27.53
1162,28.75
1163,184.0
1166,19.7
1171,87.03
1172,15.96
1173,267.06
1174,76.95
1177,119.17
1178,152.46
1184,189.13
1185,111.71
1186,120.0
1187,152.04
1188,291.22
1191,137.34
1207,117.93
1213,45.81
1215,124.46
1223,168.0
1227,118.01
1236,58.57
1237,63.1
1238,19.1
1241,29.09
1248,16.88
1250,37.52
1251,159.07
1253,116.91
1255,98.79
1257,178.54
1261,116.05
1262,356.7
1265,127.68
1273,188.41
1277,261.45
1278,118.19
1280,115.05
1284,218.57
1285,333.42
1288,34.62
1295,119.4
1297,365.35
1299,254.09
1304,146.85
1308,45.63
1310,94.25
1311,122.89
1314,92.16
1315,118.17
1318,33.41
1320,329.89
1321,297.52
1322,237.06
1330,117.15
1333,169.24
1334,233.72
1341,127.09
1344,124.31
1351,242.96
1354,104.99
1356,59.1
1363,121.39
1365,203.91
1369,131.64
1373,117.59
1375,119.54
1377,87.65
1379,138.24
1380,281.36
1381,96.8
1384,183.98
1390,200.57
1393,241.58
1395,59.61
1399,330.24
1400,88.84
1401,165.48
1404,164.16
1408,13.52
1409,25.93
1413,223.1
1416,287.77
1418,101.9
1423,105.63
1424,27.89
1425,16.71
1433,251.76
1434,139.69
1436,331.25
1442,242.52
1444,81.87
1445,106.23
1452,225.73
1455,179.06
1462,70.06
1467,68.53
1472,43.22
1475,178.49
1493,117.12
1501,224.23
1503,306.24
1504,223.59
1505,14.91
1511,216.71
1512,62.77
1513,88.14
1514,38.67
1528,241.96
1533,252.07
1534,29.29
1536,154.42
1537,80.2
1539,228.43
1550,217.28
1552,211.17
1554,205.44
1555,369.72
1556,100.96
1559,33.57
1563,239.76
1566,145.91
1567,144.92
1568,27.14
1571,227.49
1572,17.07
1574,55.08
1577,18.11
1583,87.66
1585,31.82
1586,191.08
1587,192.28
1596,146.88
1602,36.05
1604,77.37
1605,34.86
1610,311.52
1611,95.54
1616,32.78
1617,101.36
1618,16.57
1622,43.93
1623,34.62
1628,312.57
1631,16.14
1632,181.11
1633,247.16
1634,320.46
1636,231.99
1637,102.02
1643,122.17
1644,105.49
1646,94.36
1648,220.9
1651,35.07
1656,19.68
1658,141.97
1659,16.97
1665,187.67
1666,141.06
1670,43.39
1674,158.84
1679,205.3
1680,224.02
1683,332.72
1686,27.66
1691,101.61
1693,39.4
1696,41.1
1697,98.23
1703,100.81
1706,28.31
1709,170.7
1710,86.3
1712,213.71
1713,120.45
1718,354.86
1719,172.47
1722,285.59
1723,127.63
1724,294.95
1728,63.82
1730,29.67
1732,28.7
1737,37.24
1745,90.09
1747,14.11
1748,13.38
1755,104.4
1759,17.51
1761,274.52
1764,212.0
1765,147.67
1766,88.8
1768,103.25
1770,32.99
1771,143.06
1774,94.5
1785,127.9
1788,189.76
1792,14.74
1794,218.85
1797,120.95
1798,13.68
1799,263.67
1802,103.19
1806,34.08
1808,76.28
1810,254.19
1818,119.95
1819,386.94
1820,286.51
1822,225.06
1826,227.55
1827,183.75
1835,18.9
1841,119.95
1842,128.79
1843,18.29
1846,44.86
1849,109.74
1850,195.93
1851,189.14
1857,59.49
1858,179.57
1860,95.6
1861,251.38
1864,115.58
1869,323.42
1871,69.44
1872,30.28
1875,18.91
1878,238.29
1879,247.52
1885,92.09
1888,115.78
1889,30.25
1890,93.24
1896,118.88
1897,170.33
1898,125.98
1900,105.92
1905,40.49
1908,116.02
1909,100.76
1913,73.62
1918,112.92
1922,324.05
1923,124.29
1925,271.38
1926,109.99
1927,306.75
1930,204.44
1935,66.04
1939,120.09
1942,95.36
1943,68.9
1948,251.5
1949,260.78
1951,111.52
1953,121.73
1959,130.95
1963,17.17
1967,128.37
1973,264.15
1975,28.22
1976,90.46
1990,122.01
1993,117.23
1997,186.19
1999,124.37
2001,292.02
2004,89.21
2010,105.0
2013,132.25
2017,311.9
2021,95.63
2023,159.44
2026,128.48
2037,32.21
2039,205.61
2041,17.54
2046,31.62
2050,18.72
2060,237.07
2067,103.35
2069,150.45
2072,248.28
2074,138.55
2079,119.35
2083,26.92
2085,200.76
2087,15.98
2093,141.67
2094,31.15
2097,37.86
2103,101.49
2104,58.73
2107,182.75
2108,17.98
2110,93.55
2115,180.4
2117,31.36
2125,316.01
2127,274.26
2133,15.15
2134,379.23
2135,116.24
2141,259.64
2143,33.86
2145,84.72
2146,30.12
2147,280.65
2148,61.73
2149,73.13
2165,126.23
2166,165.56
2177,212.13
