id,count
1191,135.33
1207,121.7
1213,45.24
1215,130.02
1223,173.38
1227,117.14
1236,56.12
1237,61.32
1238,18.77
1241,28.81
1248,16.46
1250,38.9
1251,165.19
1253,115.58
1255,99.48
1257,187.41
1261,115.26
1262,346.88
1265,127.88
1273,183.39
1277,257.09
1278,111.69
1280,113.52
1284,224.66
1285,331.19
1288,33.67
1295,116.1
1297,360.96
1299,250.41
1304,150.08
1308,39.51
1310,96.49
1311,114.95
1314,92.64
1315,110.56
1318,28.38
1320,328.41
1321,290.29
1322,235.05
1330,116.24
1333,164.56
1334,228.08
1341,125.27
1344,121.84
1351,238.18
1354,102.98
1356,57.51
1363,118.51
1365,198.65
1369,126.25
1373,116.84
1375,113.85
1377,89.45
1379,133.06
1380,275.92
1381,97.38
1384,177.54
1390,194.04
1393,236.75
1395,56.14
1399,327.88
1400,87.97
1401,152.65
1404,167.02
1408,13.31
1409,28.67
1413,217.12
1416,278.46
1418,104.1
1423,99.64
1424,27.52
1425,15.96
1433,243.85
1434,142.96
1436,332.04
1442,240.97
1444,83.14
1445,123.86
1452,242.01
1455,162.99
1462,69.64
1467,72.34
1472,43.16
1475,186.89
1493,112.69
1501,227.9
1503,301.68
1504,218.52
1505,15.03
1511,218.28
1512,60.58
1513,82.97
1514,36.11
1528,241.94
1533,234.26
1534,28.78
1536,151.38
1537,70.79
1539,232.24
1550,211.51
1552,212.7
1554,201.18
1555,370.31
1556,99.17
1559,34.58
1563,233.24
1566,142.22
1567,172.28
1568,27.32
1571,232.47
1572,17.88
1574,54.43
1577,17.85
1583,89.11
1585,31.08
1586,187.78
1587,193.6
1596,148.26
1602,37.11
1604,80.67
1605,33.17
1610,303.71
1611,94.61
1616,34.38
1617,98.79
1618,15.75
1622,43.46
1623,31.96
1628,305.2
1631,16.43
1632,183.88
1633,244.3
1634,320.75
1636,223.62
1637,103.95
1643,120.42
1644,106.02
1646,100.33
1648,210.14
1651,30.96
1656,18.23
1658,146.13
1659,17.11
1665,177.93
1666,144.45
1670,41.66
1674,150.9
1679,206.19
1680,215.94
1683,332.84
1686,28.08
1691,98.19
1693,35.34
1696,39.56
1697,99.12
1703,101.95
1706,27.11
1709,175.56
1710,87.42
1712,208.83
1713,126.58
1718,354.17
1719,170.92
1722,271.86
1723,131.1
1724,280.27
1728,63.44
1730,30.27
1732,27.81
1737,37.86
1745,92.06
1747,13.99
1748,13.03
1755,103.11
1759,17.14
1761,267.11
1764,225.15
1765,151.27
1766,90.04
1768,105.04
1770,29.33
1771,147.94
1774,95.43
1785,128.11
1788,187.28
1792,14.64
1794,233.78
1797,122.32
1798,13.58
1799,272.04
1802,103.46
1806,31.84
1808,80.68
1810,248.37
1818,134.76
1819,387.73
1820,282.45
1822,224.15
1826,216.04
1827,180.56
1835,18.64
1841,113.41
1842,116.86
1843,16.64
1846,44.96
1849,101.99
1850,201.97
1851,192.89
1857,57.53
1858,184.23
1860,96.88
1861,246.98
1864,114.53
1869,326.42
1871,69.03
1872,32.08
1875,17.93
1878,228.64
1879,242.9
1885,90.04
1888,105.23
1889,29.44
1890,93.64
1896,114.63
1897,179.39
1898,115.03
1900,105.77
1905,40.65
1908,115.53
1909,102.78
1913,75.31
1918,109.83
1922,320.26
1923,129.65
1925,257.77
1926,107.84
1927,302.79
1930,196.01
1935,68.61
1939,117.22
1942,95.01
1943,69.3
1948,238.37
1949,254.95
1951,105.89
1953,116.42
1959,126.24
1963,16.97
1967,127.03
1973,255.58
1975,25.58
1976,88.36
1990,114.62
1993,111.57
1997,187.36
1999,125.05
2001,311.13
2004,90.68
2010,101.28
2013,132.16
2017,302.1
2021,93.0
2023,159.41
2026,135.71
2037,33.2
2039,188.95
2041,17.79
2046,30.65
2050,17.34
2060,239.14
2067,104.64
2069,152.83
2072,250.24
2074,138.76
2079,115.61
2083,26.82
2085,193.71
2087,16.9
2093,138.96
2094,31.12
2097,38.52
2103,95.73
2104,57.36
2107,193.66
2108,19.93
2110,90.8
2115,177.44
2117,30.94
2125,314.04
2127,265.04
2133,15.16
2134,377.48
2135,117.42
2141,259.17
2143,31.82
2145,85.4
2146,29.0
2147,283.64
2148,59.59
2149,75.4
2165,121.57
2166,158.04
2177,206.22
